Nombre,Ultima,Max,Min,Hora/Fecha
Acciona,231.60,232.00,226.40,2026-04-03 10:51:37
Acciona Ener,21.50,21.60,21.20,2026-04-03 10:51:37
Acerinox,12.27,12.33,12.01,2026-04-03 10:51:38
ACS,111.10,112.00,107.80,2026-04-03 10:51:38
Aena,26.24,26.24,25.62,2026-04-03 10:51:38
Amadeus,49.54,49.54,48.22,2026-04-03 10:51:38
ArcelorMittal,45.63,46.49,44.53,2026-04-03 10:51:38
B. Sabadell,3.07,3.08,3.02,2026-04-03 10:51:39
Bankinter,13.65,13.73,13.43,2026-04-03 10:51:39
BBVA,18.77,18.79,18.29,2026-04-03 10:51:39
CaixaBank,10.38,10.48,10.23,2026-04-03 10:51:39
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 10:51:39
Colonial SFL,5.20,5.22,5.08,2026-04-03 10:51:39
Enagás,17.21,17.23,17.01,2026-04-03 10:51:40
Endesa,37.54,37.54,36.64,2026-04-03 10:51:40
Ferrovial Se,57.28,57.58,56.14,2026-04-03 10:51:40
Fluidra,20.24,20.38,19.95,2026-04-03 10:51:40
Grifols,9.20,9.33,9.11,2026-04-03 10:51:40
IAG,4.21,4.28,4.09,2026-04-03 10:51:40
Iberdrola,20.36,20.37,20.01,2026-04-03 10:51:40
Inditex,50.80,50.80,49.86,2026-04-03 10:51:40
Indra,49.34,49.64,47.00,2026-04-03 10:51:41
Logista,32.96,33.10,32.52,2026-04-03 10:51:41
Mapfre,3.91,3.91,3.85,2026-04-03 10:51:41
Merlin Properties,14.52,14.57,14.08,2026-04-03 10:51:41
Naturgy,26.50,26.50,26.00,2026-04-03 10:51:41
Puig Brands B,17.50,17.50,17.08,2026-04-03 10:51:42
Redeia,15.07,15.08,14.81,2026-04-03 10:51:42
Repsol,24.27,24.49,23.79,2026-04-03 10:51:42
ROVI,82.65,82.80,81.40,2026-04-03 10:51:42
Sacyr,4.46,4.47,4.35,2026-04-03 10:51:42
B. Santander,9.81,9.88,9.56,2026-04-03 10:51:42
Solaria,24.79,24.99,23.96,2026-04-03 10:51:42
Telefónica,3.85,3.85,3.78,2026-04-03 10:51:42
Unicaja Banco,2.57,2.59,2.53,2026-04-03 10:51:42
Acciona,231.60,232.00,226.40,2026-04-03 12:12:06
Acciona Ener,21.50,21.60,21.20,2026-04-03 12:12:11
Acerinox,12.27,12.33,12.01,2026-04-03 12:12:11
ACS,111.10,112.00,107.80,2026-04-03 12:12:12
Aena,26.24,26.24,25.62,2026-04-03 12:12:12
Amadeus,49.54,49.54,48.22,2026-04-03 12:12:12
ArcelorMittal,45.63,46.49,44.53,2026-04-03 12:12:12
B. Sabadell,3.07,3.08,3.02,2026-04-03 12:12:12
Bankinter,13.65,13.73,13.43,2026-04-03 12:12:12
BBVA,18.77,18.79,18.29,2026-04-03 12:12:12
CaixaBank,10.38,10.48,10.23,2026-04-03 12:12:12
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 12:12:12
Colonial SFL,5.20,5.22,5.08,2026-04-03 12:12:12
Enagás,17.21,17.23,17.01,2026-04-03 12:12:13
Endesa,37.54,37.54,36.64,2026-04-03 12:12:13
Ferrovial Se,57.28,57.58,56.14,2026-04-03 12:12:13
Fluidra,20.24,20.38,19.95,2026-04-03 12:12:13
Grifols,9.20,9.33,9.11,2026-04-03 12:12:13
IAG,4.21,4.28,4.09,2026-04-03 12:12:13
Iberdrola,20.36,20.37,20.01,2026-04-03 12:12:13
Inditex,50.80,50.80,49.86,2026-04-03 12:12:13
Indra,49.34,49.64,47.00,2026-04-03 12:12:13
Logista,32.96,33.10,32.52,2026-04-03 12:12:13
Mapfre,3.91,3.91,3.85,2026-04-03 12:12:13
Merlin Properties,14.52,14.57,14.08,2026-04-03 12:12:14
Naturgy,26.50,26.50,26.00,2026-04-03 12:12:14
Puig Brands B,17.50,17.50,17.08,2026-04-03 12:12:14
Redeia,15.07,15.08,14.81,2026-04-03 12:12:14
Repsol,24.27,24.49,23.79,2026-04-03 12:12:14
ROVI,82.65,82.80,81.40,2026-04-03 12:12:14
Sacyr,4.46,4.47,4.35,2026-04-03 12:12:14
B. Santander,9.81,9.88,9.56,2026-04-03 12:12:14
Solaria,24.79,24.99,23.96,2026-04-03 12:12:14
Telefónica,3.85,3.85,3.78,2026-04-03 12:12:14
Unicaja Banco,2.57,2.59,2.53,2026-04-03 12:12:14
Acciona,231.60,232.00,226.40,2026-04-03 13:14:11
Acciona Ener,21.50,21.60,21.20,2026-04-03 13:14:14
Acerinox,12.27,12.33,12.01,2026-04-03 13:14:15
ACS,111.10,112.00,107.80,2026-04-03 13:14:15
Aena,26.24,26.24,25.62,2026-04-03 13:14:15
Amadeus,49.54,49.54,48.22,2026-04-03 13:14:15
ArcelorMittal,45.63,46.49,44.53,2026-04-03 13:14:15
B. Sabadell,3.07,3.08,3.02,2026-04-03 13:14:16
Bankinter,13.65,13.73,13.43,2026-04-03 13:14:16
BBVA,18.77,18.79,18.29,2026-04-03 13:14:16
CaixaBank,10.38,10.48,10.23,2026-04-03 13:14:16
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 13:14:16
Colonial SFL,5.20,5.22,5.08,2026-04-03 13:14:16
Enagás,17.21,17.23,17.01,2026-04-03 13:14:17
Endesa,37.54,37.54,36.64,2026-04-03 13:14:17
Ferrovial Se,57.28,57.58,56.14,2026-04-03 13:14:17
Fluidra,20.24,20.38,19.95,2026-04-03 13:14:17
Grifols,9.20,9.33,9.11,2026-04-03 13:14:17
IAG,4.21,4.28,4.09,2026-04-03 13:14:17
Iberdrola,20.36,20.37,20.01,2026-04-03 13:14:17
Inditex,50.80,50.80,49.86,2026-04-03 13:14:17
Indra,49.34,49.64,47.00,2026-04-03 13:14:17
Logista,32.96,33.10,32.52,2026-04-03 13:14:18
Mapfre,3.91,3.91,3.85,2026-04-03 13:14:18
Merlin Properties,14.52,14.57,14.08,2026-04-03 13:14:18
Naturgy,26.50,26.50,26.00,2026-04-03 13:14:18
Puig Brands B,17.50,17.50,17.08,2026-04-03 13:14:18
Redeia,15.07,15.08,14.81,2026-04-03 13:14:18
Repsol,24.27,24.49,23.79,2026-04-03 13:14:18
ROVI,82.65,82.80,81.40,2026-04-03 13:14:18
Sacyr,4.46,4.47,4.35,2026-04-03 13:14:19
B. Santander,9.81,9.88,9.56,2026-04-03 13:14:19
Solaria,24.79,24.99,23.96,2026-04-03 13:14:19
Telefónica,3.85,3.85,3.78,2026-04-03 13:14:19
Unicaja Banco,2.57,2.59,2.53,2026-04-03 13:14:19
Acciona,231.60,232.00,226.40,2026-04-03 15:28:19
Acciona Ener,21.50,21.60,21.20,2026-04-03 15:28:20
Acerinox,12.27,12.33,12.01,2026-04-03 15:28:20
ACS,111.10,112.00,107.80,2026-04-03 15:28:20
Aena,26.24,26.24,25.62,2026-04-03 15:28:21
Amadeus,49.54,49.54,48.22,2026-04-03 15:28:21
ArcelorMittal,45.63,46.49,44.53,2026-04-03 15:28:21
B. Sabadell,3.07,3.08,3.02,2026-04-03 15:28:21
Bankinter,13.65,13.73,13.43,2026-04-03 15:28:21
BBVA,18.77,18.79,18.29,2026-04-03 15:28:21
CaixaBank,10.38,10.48,10.23,2026-04-03 15:28:21
Cellnex Telecom,28.75,28.75,27.68,2026-04-03 15:28:21
Colonial SFL,5.20,5.22,5.08,2026-04-03 15:28:22
Enagás,17.21,17.23,17.01,2026-04-03 15:28:22
Endesa,37.54,37.54,36.64,2026-04-03 15:28:22
Ferrovial Se,57.28,57.58,56.14,2026-04-03 15:28:22
Fluidra,20.24,20.38,19.95,2026-04-03 15:28:22
Grifols,9.20,9.33,9.11,2026-04-03 15:28:22
